,0
2067,9995141
2068,16703606
2069,16587217
2070,14723681
2071,12771130
2072,5201026
2073,21545619
2074,15788254
2075,9479774
2076,19784635
2077,150021719
2078,13406095
2079,265413071
2080,342216544
2081,15925322
2082,17839334
2083,20552535
2084,12669488
2085,145550496
2086,14221404
2087,388370312
2088,16655625
2089,18931312
2090,16249863
2091,8563802
2092,19909168
2093,16101400
2094,252755683
2095,8631497
2096,14357041
2097,13503729
2098,153654471
2099,5754819
2100,16473622
2101,12263917
2102,259983874
2103,16257586
2104,13075585
2105,16836772
2106,19753166
2107,9979220
2108,339759182
2109,14781535
2110,342047983
2111,11457902
2112,14695365
2113,4102460
2114,152798173
2115,340957638
2116,261190425
2117,154113210
2118,23963727
2119,11497457
2120,17921511
2121,14075326
2122,260435297
2123,7677858
2124,343351783
2125,20421999
2126,260128774
2127,10785205
2128,259551733
2129,11769174
2130,344978776
2131,16880940
2132,151600875
2133,148970394
2134,11299230
2135,15422630
2136,14714003
2137,18817625
2138,13302653
2139,17236362
