,0
1461,10686917
1462,10759168
1463,10885902
1464,10506506
1465,10779182
1466,10660169
1467,10992301
1468,10588536
1469,10469161
1470,10826692
1471,10393811
1472,10547626
1473,10820049
1474,10482529
1475,10794825
1476,10654691
1477,10754178
1478,10724811
1479,10584087
1480,10484642
1481,10680502
1482,10792320
1483,10459025
1484,10768193
1485,10553117
1486,10540620
1487,10755265
1488,10587902
1489,10701770
1490,10658573
1491,10518127
1492,10612043
1493,10677940
1494,10815706
1495,10743331
1496,10778332
1497,10643335
1498,10746972
1499,10584133
1500,10763988
1501,10546555
1502,10628247
1503,10757536
1504,10497764
1505,10801905
1506,10701067
1507,10667964
1508,10703180
1509,10532153
1510,10607782
1511,10788392
1512,10678337
1513,10563951
1514,10769592
1515,10753242
1516,10776211
1517,10729563
1518,10703047
1519,10548161
1520,10635543
1521,10782277
1522,10798546
1523,10562936
1524,10584749
1525,10601407
1526,10735286
1527,10726180
1528,10750679
1529,10684968
1530,10810494
1531,10481764
1532,10959680
1533,10614974
1534,10651972
1535,10621962
1536,10581712
1537,10716093
1538,10717532
1539,10632585
1540,10779686
1541,10676022
1542,10722061
1543,10643993
1544,10666784
1545,10815293
1546,10527143
1547,10646280
1548,10649036
1549,10644414
1550,10656181
1551,10630382
1552,10660017
1553,10704567
1554,10860523
1555,10599784
1556,10334775
1557,10720932
1558,10678226
1559,10724873
1560,10754875
1561,10773643
1562,10526989
1563,11040916
1564,10543324
1565,10674070
1566,10511576
1567,10726404
1568,10604742
1569,10605571
1570,10488829
1571,10723567
1572,10782600
1573,10548105
1574,10854159
1575,10777222
1576,10493213
1577,10614380
1578,10415256
1579,10741237
1580,10780488
1581,10565811
1582,10653479
1583,10691655
1584,10716494
1585,10723966
1586,10779441
1587,10841096
1588,10732275
1589,10682089
1590,10511048
1591,10481322
1592,10810117
1593,10749002
1594,10589694
1595,10769957
1596,10622096
1597,10772964
1598,10548783
1599,10654834
1600,10732717
1601,10847179
1602,10641933
1603,10596539
1604,10840685
1605,10599141
1606,10570173
1607,10820767
1608,10577289
1609,10734171
1610,10517483
1611,10681248
1612,10824689
1613,10752971
1614,10704404
1615,10660384
1616,10559167
1617,10758093
1618,10596780
1619,10596235
1620,10586180
1621,10429633
1622,10587113
1623,10867985
1624,10702500
1625,10734908
1626,10752607
1627,10566136
1628,10469146
1629,10723139
1630,10578010
1631,10565485
1632,10745565
1633,10694528
1634,10465739
1635,10790702
1636,10543837
1637,10755979
1638,10692476
1639,10659893
1640,10773120
1641,10606045
1642,10665630
1643,10722489
1644,10626618
1645,10716283
1646,10588169
1647,10754694
1648,10548015
1649,10646325
1650,10732265
1651,10606976
1652,10585525
1653,10954277
1654,10843785
1655,10599278
1656,10555010
1657,10875390
1658,10708520
1659,10655067
1660,10842294
1661,10621450
1662,10698766
1663,10741784
1664,10657207
1665,10602956
1666,10917155
1667,10738632
1668,10500327
1669,10615690
1670,10523352
1671,10668028
1672,10699569
1673,10516746
1674,10777404
1675,10540079
1676,10686992
1677,10597023
1678,10644098
1679,10652218
1680,10871053
1681,10602291
1682,10608136
1683,10706353
1684,10943578
1685,10733723
1686,10633555
1687,10631019
1688,10684081
1689,10675789
1690,10700433
1691,10857741
1692,10675065
1693,10843382
1694,10677376
1695,10531609
1696,10698556
1697,10598348
1698,10391723
1699,10481061
1700,10636135
1701,10659302
1702,10776050
1703,10803482
1704,10708834
1705,10732467
1706,10638520
1707,10444559
1708,10761950
1709,10774072
1710,10856906
1711,10517818
1712,10478866
1713,10772681
1714,10496567
1715,10553750
1716,10889023
1717,10645669
1718,10709202
1719,10868110
1720,10739194
1721,10685635
1722,10934367
1723,10655809
1724,10740699
1725,10642653
1726,10878907
1727,10671245
1728,10678697
1729,10624820
1730,10465602
1731,10661669
1732,10730852
1733,10618662
1734,10749501
1735,10632578
1736,10777843
1737,10767921
1738,10633350
1739,10712185
1740,10712628
1741,10781227
1742,10837727
1743,10479194
1744,10689076
1745,10645767
1746,10656747
1747,10662331
1748,10943659
1749,10955163
1750,10771843
1751,10727624
1752,10695497
1753,10740450
1754,10736836
1755,10746903
1756,10714406
1757,10555184
1758,10622423
1759,10804370
1760,10690172
1761,10849489
1762,10543597
1763,10637654
1764,10719386
1765,10643457
1766,10505217
1767,10545880
1768,10826899
1769,10988005
1770,10686558
1771,10611871
1772,10790197
1773,10519631
1774,10725920
1775,10655665
1776,10520668
1777,10818652
1778,10689908
1779,10679109
1780,10631028
1781,10372934
1782,10756650
1783,10754599
1784,10760087
1785,10416880
1786,10821731
1787,10592303
1788,10641887
1789,10454446
1790,10712032
1791,10744235
1792,10458103
1793,10643548
1794,10570816
1795,10557074
1796,10643092
1797,10676481
1798,10729715
1799,10761959
1800,10769306
1801,10470631
1802,10531831
1803,10562483
1804,10676888
1805,10601327
1806,10832042
1807,10773590
1808,10617768
1809,10563395
1810,10818372
1811,10510941
1812,10740517
1813,10397738
1814,10587793
1815,10641246
1816,10724975
1817,10519768
1818,10934976
1819,10729142
1820,10580098
1821,10704115
1822,10847968
1823,10870520
1824,10635645
1825,10677440
1826,10806381
1827,10570878
1828,10831357
1829,10828069
1830,10514720
1831,10538615
1832,10672081
1833,11001168
1834,10797208
1835,10725554
1836,10437059
1837,10773402
1838,10552400
1839,10739180
1840,10647073
1841,10679402
1842,10796344
1843,10691015
1844,10690368
1845,10691420
1846,10875078
1847,10849588
1848,10795011
1849,10804711
1850,10502657
1851,10572451
1852,10711158
1853,10449416
1854,10562612
1855,10660485
1856,10637877
1857,10614251
1858,10651495
1859,10684136
1860,10578460
1861,10559962
1862,10736601
1863,10665093
1864,10820087
1865,10671387
1866,10798156
1867,10643250
1868,10737422
1869,10692879
1870,10766732
1871,10693459
1872,10690862
1873,10824363
1874,10504509
1875,10803189
1876,10603453
1877,10795479
1878,10610353
1879,10861648
1880,10601567
1881,10582450
1882,10674526
1883,10608321
1884,10208966
1885,10737843
1886,10755285
1887,10707705
1888,10634687
1889,10698526
1890,10413933
1891,10600347
1892,10628110
1893,10930274
1894,10699367
1895,10761427
1896,10468922
1897,10707876
1898,10591232
1899,10767891
1900,10736436
1901,10570793
1902,10634416
1903,10569540
1904,10794269
1905,10640016
1906,10653996
1907,10682482
1908,10708757
1909,10534240
1910,10553395
1911,10417561
1912,10618803
1913,10789627
1914,10808714
1915,10553683
1916,10603895
1917,10573479
1918,10915765
1919,10787739
1920,10754640
1921,10565565
1922,10849418
1923,10575909
1924,10565427
1925,10679963
1926,10832804
1927,10522491
1928,10806028
1929,10512146
1930,10707348
1931,10690872
1932,10637842
1933,10564164
1934,10608106
1935,10659152
1936,10776090
1937,10598931
1938,10720042
1939,10506686
1940,10707700
1941,10744741
1942,10632523
1943,10758881
1944,10787474
1945,10652764
1946,10638919
1947,10739114
1948,10601506
1949,10866380
1950,10594655
1951,10604946
1952,10634594
1953,10883676
1954,10898372
1955,10623827
1956,10520689
1957,10791465
1958,10687150
1959,10911721
1960,10711041
1961,10706091
1962,10893790
1963,10679214
1964,10645577
1965,10682068
1966,10862031
1967,10860863
1968,10683854
1969,10722984
1970,10515836
1971,10884024
1972,10655737
1973,10485957
1974,10821857
1975,10477128
1976,10558268
1977,10758054
1978,10744223
1979,10547361
1980,10491213
1981,10589692
1982,10756956
1983,10632209
1984,10752051
1985,10568491
1986,10692941
1987,10682061
1988,10679578
1989,10534010
1990,10770225
1991,10949058
1992,10654831
1993,10676842
1994,10656921
1995,10666444
1996,10824319
1997,10602607
1998,10774497
1999,10531333
2000,10734196
2001,10586183
2002,10654989
2003,10502952
2004,10645314
2005,10668793
2006,10659325
2007,10651963
2008,10785046
2009,10848384
2010,10763815
2011,10740855
2012,10572152
2013,10916632
2014,10537750
2015,10560764
2016,10965762
2017,10671406
2018,10698503
2019,10639460
2020,10732334
2021,10721804
2022,10762544
2023,10588226
2024,10753014
2025,10485478
2026,10588216
2027,10583912
2028,10707579
2029,10469014
2030,10649582
